,Country,Age,Gender,Salary,FormalEducation
55470,United States,35 - 44 years old,Male,95000.0,Some college/university study without earning a degree
55485,United States,45 - 54 years old,Male,103000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55488,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55503,United States,35 - 44 years old,Female,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55505,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55508,United States,45 - 54 years old,Male,108000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55511,United States,35 - 44 years old,Male,250000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55516,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55523,United States,25 - 34 years old,Male,157000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55529,United States,35 - 44 years old,Female,85000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
55530,United States,25 - 34 years old,Female;Transgender,300000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55538,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55547,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55550,United States,25 - 34 years old,Male,88000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55563,United States,25 - 34 years old,Male,105000.0,Some college/university study without earning a degree
55566,United States,35 - 44 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55574,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55576,United States,25 - 34 years old,Male,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55588,United States,25 - 34 years old,Male,106000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55590,United States,35 - 44 years old,Male,130000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
55599,United States,25 - 34 years old,Male,95000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
55608,United States,25 - 34 years old,Male,58000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55610,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55611,United States,18 - 24 years old,Male,36000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
55619,United States,55 - 64 years old,Female,135000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55621,United States,45 - 54 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55635,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55647,United States,18 - 24 years old,Male,67000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55652,United States,25 - 34 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55653,United States,35 - 44 years old,Male,95000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55654,United States,25 - 34 years old,Male,122000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55662,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55684,United States,18 - 24 years old,Male,105600.0,Associate degree
55691,United States,25 - 34 years old,Male,165000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
55696,United States,18 - 24 years old,Male,68000.0,Some college/university study without earning a degree
55705,United States,35 - 44 years old,Male,176000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55710,United States,25 - 34 years old,Male,75000.0,Associate degree
55712,United States,18 - 24 years old,Male,53000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55718,United States,35 - 44 years old,Male,130000.0,Some college/university study without earning a degree
55732,United States,35 - 44 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55733,United States,18 - 24 years old,Female,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55736,United States,35 - 44 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55741,United States,18 - 24 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55749,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55760,United States,45 - 54 years old,Male,146000.0,Associate degree
55771,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55777,United States,25 - 34 years old,Female,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55780,United States,25 - 34 years old,Male,60000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55782,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55785,United States,25 - 34 years old,Male,215000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55791,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55801,United States,18 - 24 years old,Male,14000.0,Some college/university study without earning a degree
55810,United States,25 - 34 years old,Male,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55811,United States,65 years or older,Male,70000.0,Associate degree
55817,United States,25 - 34 years old,Male,80000.0,I never completed any formal education
55818,United States,25 - 34 years old,Male,102000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55826,United States,18 - 24 years old,Male,65000.0,Some college/university study without earning a degree
55827,United States,25 - 34 years old,Male,45000.0,Some college/university study without earning a degree
55831,United States,35 - 44 years old,Male,65000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55856,United States,45 - 54 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55861,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55864,United States,18 - 24 years old,Male,73000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55866,United States,35 - 44 years old,Male,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55868,United States,55 - 64 years old,Male,175000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55872,United States,18 - 24 years old,Male,22880.0,Some college/university study without earning a degree
55883,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55885,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55890,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55905,United States,35 - 44 years old,Male,116000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55906,United States,35 - 44 years old,Male,139000.0,Some college/university study without earning a degree
55907,United States,25 - 34 years old,Male,67000.0,Some college/university study without earning a degree
55925,United States,25 - 34 years old,Male,97000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55927,United States,18 - 24 years old,Male,77700.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55943,United States,45 - 54 years old,Male,56000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55945,United States,45 - 54 years old,Male,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55952,United States,35 - 44 years old,Male,136000.0,Some college/university study without earning a degree
55958,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55974,United States,35 - 44 years old,Male,123000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
55977,United States,35 - 44 years old,Male,168000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
55980,United States,25 - 34 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56001,United States,18 - 24 years old,Male,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56016,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56036,United States,18 - 24 years old,Male,66000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56040,United States,18 - 24 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56042,United States,35 - 44 years old,Male,174000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56058,United States,35 - 44 years old,Female,400000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56075,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56080,United States,25 - 34 years old,Male,320000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56081,United States,18 - 24 years old,Female,83000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
56084,United States,25 - 34 years old,Male,55000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56090,United States,55 - 64 years old,Male,115000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
56093,United States,25 - 34 years old,Female,930000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56103,United States,18 - 24 years old,Male,91000.0,Some college/university study without earning a degree
56104,United States,35 - 44 years old,Male,126000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56105,United States,25 - 34 years old,Male,50250.0,Associate degree
56106,United States,18 - 24 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56108,United States,35 - 44 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56114,United States,45 - 54 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56120,United States,45 - 54 years old,Male,10000.0,Some college/university study without earning a degree
56123,United States,35 - 44 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56128,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56134,United States,35 - 44 years old,Male,62000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56143,United States,25 - 34 years old,Male,55000.0,Associate degree
56145,United States,25 - 34 years old,Male,164000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56154,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56158,United States,35 - 44 years old,Male,105000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56159,United States,35 - 44 years old,Male,149000.0,Some college/university study without earning a degree
56163,United States,18 - 24 years old,Male,60000.0,Some college/university study without earning a degree
56166,United States,35 - 44 years old,Male,120000.0,Some college/university study without earning a degree
56175,United States,18 - 24 years old,Male,950.0,Some college/university study without earning a degree
56179,United States,18 - 24 years old,Male,86000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56196,United States,18 - 24 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56197,United States,18 - 24 years old,Male,97980.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56199,United States,35 - 44 years old,Male,129000.0,Some college/university study without earning a degree
56202,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56203,United States,25 - 34 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56207,United States,45 - 54 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56210,United States,55 - 64 years old,Male,200000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
56231,United States,35 - 44 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56232,United States,35 - 44 years old,Male,83000.0,Some college/university study without earning a degree
56235,United States,25 - 34 years old,Male,63000.0,Some college/university study without earning a degree
56244,United States,18 - 24 years old,Male,96000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56247,United States,25 - 34 years old,Male,920.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56255,United States,25 - 34 years old,Male,57288.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56266,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56271,United States,55 - 64 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56272,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56283,United States,18 - 24 years old,Male,146000.0,Some college/university study without earning a degree
56321,United States,25 - 34 years old,Male,136000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56323,United States,25 - 34 years old,Male,115000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56340,United States,25 - 34 years old,Male,98600.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56345,United States,18 - 24 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56350,United States,25 - 34 years old,Male,52500.0,Some college/university study without earning a degree
56358,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56359,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56361,United States,35 - 44 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56406,United States,25 - 34 years old,Male,210000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56418,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56426,United States,35 - 44 years old,Male,94600.0,Some college/university study without earning a degree
56427,United States,55 - 64 years old,Male,180000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56429,United States,35 - 44 years old,Male,128000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56439,United States,25 - 34 years old,Female,122000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56441,United States,25 - 34 years old,"Transgender;Non-binary, genderqueer, or gender non-conforming",60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56448,United States,25 - 34 years old,Male,68000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56466,United States,25 - 34 years old,Female,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56471,United States,18 - 24 years old,Male,77000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56473,United States,25 - 34 years old,Male,88000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56483,United States,45 - 54 years old,Male,72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56486,United States,25 - 34 years old,Female;Transgender,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56494,United States,25 - 34 years old,Male,107000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56517,United States,45 - 54 years old,Male,204000.0,Some college/university study without earning a degree
56522,United States,35 - 44 years old,Male,121000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56530,United States,25 - 34 years old,Male,87300.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56535,United States,55 - 64 years old,Male,115000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56537,United States,35 - 44 years old,Male,133000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56538,United States,25 - 34 years old,Male,23000.0,Associate degree
56539,United States,25 - 34 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56541,United States,18 - 24 years old,Male,16200.0,Some college/university study without earning a degree
56550,United States,18 - 24 years old,Male,141500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56551,United States,18 - 24 years old,Male,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56558,United States,35 - 44 years old,Male,143000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56563,United States,25 - 34 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56577,United States,35 - 44 years old,Male,93000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56581,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56603,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56612,United States,18 - 24 years old,Male,50000.0,Some college/university study without earning a degree
56614,United States,25 - 34 years old,Male,74000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56621,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56635,United States,18 - 24 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56638,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56641,United States,25 - 34 years old,Male,131100.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56644,United States,25 - 34 years old,Male,122000.0,Some college/university study without earning a degree
56645,United States,25 - 34 years old,Male,2403.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56654,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56665,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56688,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56696,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56697,United States,25 - 34 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56698,United States,25 - 34 years old,Male,84000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56717,United States,35 - 44 years old,Male,127000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56739,United States,18 - 24 years old,Male,400.0,Some college/university study without earning a degree
56749,United States,35 - 44 years old,"Transgender;Non-binary, genderqueer, or gender non-conforming",160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56751,United States,35 - 44 years old,Male,127000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56754,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56764,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56772,United States,35 - 44 years old,Male,140000.0,Some college/university study without earning a degree
56778,United States,18 - 24 years old,Male,74300.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56787,United States,35 - 44 years old,Female,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56790,United States,35 - 44 years old,Female,135000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56795,United States,25 - 34 years old,Male,100000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
56799,United States,35 - 44 years old,Female,62500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56801,United States,25 - 34 years old,Male,105000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
56818,United States,25 - 34 years old,Male,87000.0,Associate degree
56819,United States,25 - 34 years old,Male,98000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56823,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56827,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56832,United States,25 - 34 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56833,United States,25 - 34 years old,Male,75000.0,Associate degree
56838,United States,25 - 34 years old,Male,105000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
56841,United States,25 - 34 years old,Female;Transgender,56000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56852,United States,18 - 24 years old,Male,58000.0,Some college/university study without earning a degree
56855,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56863,United States,35 - 44 years old,Male,111000.0,Associate degree
56887,United States,35 - 44 years old,Male,62000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56894,United States,35 - 44 years old,Male,138000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56895,United States,25 - 34 years old,Male,120000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
56896,United States,25 - 34 years old,Male,182500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56899,United States,18 - 24 years old,Male,42000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56916,United States,35 - 44 years old,Male,96000.0,Some college/university study without earning a degree
56918,United States,25 - 34 years old,Male,80000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56919,United States,35 - 44 years old,Male,98000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56921,United States,25 - 34 years old,Male,104000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56924,United States,18 - 24 years old,Male,43000.0,Associate degree
56925,United States,25 - 34 years old,Male,128000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56926,United States,35 - 44 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56931,United States,35 - 44 years old,Male,190000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56932,United States,18 - 24 years old,Male,100000.0,Some college/university study without earning a degree
56937,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56940,United States,35 - 44 years old,Male,56000.0,Some college/university study without earning a degree
56941,United States,18 - 24 years old,Male,5000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
56955,United States,35 - 44 years old,Male,86000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56956,United States,35 - 44 years old,Female,130000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56957,United States,25 - 34 years old,Male,70000.0,Some college/university study without earning a degree
56958,United States,25 - 34 years old,Female,60000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
56960,United States,25 - 34 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56971,United States,18 - 24 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56974,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56976,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56981,United States,35 - 44 years old,Male,70000.0,Some college/university study without earning a degree
56986,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56988,United States,18 - 24 years old,Male,340.0,Some college/university study without earning a degree
56992,United States,25 - 34 years old,Male,58800.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
56998,United States,18 - 24 years old,Male,8480.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
57006,United States,25 - 34 years old,Male,111000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57010,United States,25 - 34 years old,Male,27500.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57011,United States,25 - 34 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57020,United States,18 - 24 years old,Female,20000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
57024,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57043,United States,35 - 44 years old,Male,60000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57053,United States,25 - 34 years old,Male,97000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57066,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57076,United States,25 - 34 years old,Female,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57080,United States,25 - 34 years old,Male,62000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
57094,United States,35 - 44 years old,Female,109000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57099,United States,25 - 34 years old,Male,115000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57106,United States,35 - 44 years old,Female,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57109,United States,45 - 54 years old,Male,55000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57110,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57125,United States,18 - 24 years old,Male,67600.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57128,United States,25 - 34 years old,Male,52000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57131,United States,25 - 34 years old,Female,74000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57137,United States,25 - 34 years old,Male,142000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57144,United States,35 - 44 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57153,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57157,United States,55 - 64 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57161,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57170,United States,35 - 44 years old,Male,145000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57172,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57181,United States,25 - 34 years old,Male,92000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57182,United States,35 - 44 years old,"Female;Non-binary, genderqueer, or gender non-conforming",72000.0,Some college/university study without earning a degree
57185,United States,35 - 44 years old,Male,70000.0,Some college/university study without earning a degree
57186,United States,18 - 24 years old,Male,168000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57198,United States,25 - 34 years old,Male,38000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57201,United States,25 - 34 years old,Male,115000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
57205,United States,35 - 44 years old,Male,195000.0,Some college/university study without earning a degree
57218,United States,18 - 24 years old,Male,50000.0,Some college/university study without earning a degree
57219,United States,45 - 54 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57224,United States,18 - 24 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57228,United States,25 - 34 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57240,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57246,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57253,United States,25 - 34 years old,Male,102000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57260,United States,35 - 44 years old,Male,155000.0,Some college/university study without earning a degree
57261,United States,18 - 24 years old,Male,60000.0,Associate degree
57267,United States,35 - 44 years old,Male,95000.0,Some college/university study without earning a degree
57276,United States,25 - 34 years old,Male,81000.0,Some college/university study without earning a degree
57280,United States,25 - 34 years old,Female,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57302,United States,25 - 34 years old,Female,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57311,United States,25 - 34 years old,Male,55000.0,Associate degree
57317,United States,18 - 24 years old,"Non-binary, genderqueer, or gender non-conforming",120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57321,United States,35 - 44 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
57324,United States,35 - 44 years old,Male,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57329,United States,35 - 44 years old,Male,250000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57340,United States,35 - 44 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
57348,United States,25 - 34 years old,Male,54000.0,Associate degree
